5
0	39.9188926047	-105.091287629	'Broomfield, CO 80020, USA'
1	39.942475411	-104.847969333	'11810 East 136th Avenue, Brighton, CO 80601, USA'
2	39.6192779978	-104.958476787	'2400 Willamette Lane, Greenwood Village, CO 80121, USA'
3	39.7073833578	-105.072821302	'473 South Quay Street, Lakewood, CO 80226, USA'
4	39.7951299855	-105.089245647	'8235 West 54th Avenue, Arvada, CO 80002, USA'
0	0	0	0
0	1	1503	45294
0	2	2064	41861
0	3	1711	25051
0	4	1030	16117
1	0	1338	23607
1	1	0	0
1	2	2165	44803
1	3	1799	39522
1	4	1303	29905
2	0	2185	42635
2	1	2282	56801
2	2	0	0
2	3	1464	21310
2	4	1823	31342
3	0	1774	25975
3	1	2051	48775
3	2	1444	21491
3	3	0	0
3	4	982	11235
4	0	1143	17140
4	1	1613	40144
4	2	1749	31193
4	3	980	11247
4	4	0	0
